"SubjectID" "ActivityID" "ActivityName" "tBodyAcc.STD...X" "tBodyAcc.STD...Y" "tBodyAcc.STD...Z" "tGravityAcc.STD...X" "tGravityAcc.STD...Y" "tGravityAcc.STD...Z" "tBodyAccJerk.STD...X" "tBodyAccJerk.STD...Y" "tBodyAccJerk.STD...Z" "tBodyGyro.STD...X" "tBodyGyro.STD...Y" "tBodyGyro.STD...Z" "tBodyGyroJerk.STD...X" "tBodyGyroJerk.STD...Y" "tBodyGyroJerk.STD...Z" "tBodyAccMag.STD.." "tGravityAccMag.STD.." "tBodyAccJerkMag.STD.." "tBodyGyroMag.STD.." "tBodyGyroJerkMag.STD.." "fBodyAcc.STD...X" "fBodyAcc.STD...Y" "fBodyAcc.STD...Z" "fBodyAccJerk.STD...X" "fBodyAccJerk.STD...Y" "fBodyAccJerk.STD...Z" "fBodyGyro.STD...X" "fBodyGyro.STD...Y" "fBodyGyro.STD...Z" "fBodyAccMag.STD.." "fBodyBodyAccJerkMag.STD.." "fBodyBodyGyroMag.STD.." "fBodyBodyGyroJerkMag.STD.." "tBodyAcc.Mean...X" "tBodyAcc.Mean...Y" "tBodyAcc.Mean...Z" "tGravityAcc.Mean...X" "tGravityAcc.Mean...Y" "tGravityAcc.Mean...Z" "tBodyAccJerk.Mean...X" "tBodyAccJerk.Mean...Y" "tBodyAccJerk.Mean...Z" "tBodyGyro.Mean...X" "tBodyGyro.Mean...Y" "tBodyGyro.Mean...Z" "tBodyGyroJerk.Mean...X" "tBodyGyroJerk.Mean...Y" "tBodyGyroJerk.Mean...Z" "tBodyAccMag.Mean.." "tGravityAccMag.Mean.." "tBodyAccJerkMag.Mean.." "tBodyGyroMag.Mean.." "tBodyGyroJerkMag.Mean.." "fBodyAcc.Mean...X" "fBodyAcc.Mean...Y" "fBodyAcc.Mean...Z" "fBodyAcc.MeanFreq...X" "fBodyAcc.MeanFreq...Y" "fBodyAcc.MeanFreq...Z" "fBodyAccJerk.Mean...X" "fBodyAccJerk.Mean...Y" "fBodyAccJerk.Mean...Z" "fBodyAccJerk.MeanFreq...X" "fBodyAccJerk.MeanFreq...Y" "fBodyAccJerk.MeanFreq...Z" "fBodyGyro.Mean...X" "fBodyGyro.Mean...Y" "fBodyGyro.Mean...Z" "fBodyGyro.MeanFreq...X" "fBodyGyro.MeanFreq...Y" "fBodyGyro.MeanFreq...Z" "fBodyAccMag.Mean.." "fBodyAccMag.MeanFreq.." "fBodyBodyAccJerkMag.Mean.." "fBodyBodyAccJerkMag.MeanFreq.." "fBodyBodyGyroMag.Mean.." "fBodyBodyGyroMag.MeanFreq.." "fBodyBodyGyroJerkMag.Mean.." "fBodyBodyGyroJerkMag.MeanFreq.."
2 6 "LAYING" -0.97541469 -0.9674579 -0.94495817 -0.98905711 -0.9838872 -0.96478113 -0.94920395 -0.97269891 -0.9777267 -0.92556647 -0.9295992 -0.96758097 -0.96230415 -0.95628941 -0.98134077 -0.95390243 -0.95390243 -0.94100781 -0.91085833 -0.94409 -0.98434996 -0.97017476 -0.94186191 -0.9616312 -0.98002631 -0.9807873 -0.92705058 -0.93201069 -0.97014338 -0.95974581 -0.934152 -0.91677415 -0.93821243 0.27915178 -0.021879444 -0.10973077 0.92403746 -0.31295562 0.1314731 0.073495012 0.01105182 -0.01853629 -0.029174831 -0.079426371 0.092674028 -0.095793768 -0.038043778 -0.056942414 -0.99317478 -0.99317478 -0.98917652 -0.99425402 -0.9954186 -0.99635482 -0.98981458 -0.98430519 0.31927728 0.58598205 0.52874656 -0.9938092 -0.98572742 -0.98549705 0.38446364 0.27191831 0.10201815 -0.99346021 -0.99362734 -0.99400498 0.37563099 0.10810538 0.079991136 -0.99400006 0.65996686 -0.98988419 0.37844046 -0.99495697 0.34240159 -0.99659475 0.60281802
3 1 "WALKING" -0.99381904 -0.96992551 -0.96274798 -0.9959365 -0.98825055 -0.98157964 -0.9910699 -0.97140413 -0.97286744 -0.97298823 -0.97851062 -0.97564834 -0.98416694 -0.98793987 -0.97618761 -0.97908345 -0.97908345 -0.97137104 -0.97177627 -0.98440146 -0.99475367 -0.97369585 -0.96228657 -0.99191217 -0.97098573 -0.97232221 -0.97319788 -0.97719446 -0.97909527 -0.98378426 -0.97030784 -0.97399836 -0.98327268 0.27454383 -0.023145294 -0.1125396 0.92445923 -0.31568266 0.13103466 0.076245658 0.0061658182 -0.0034026214 -0.02794305 -0.07935183 0.096964901 -0.097721303 -0.039609772 -0.051964221 -0.99209849 -0.99209849 -0.9894526 -0.99394477 -0.99543688 -0.99479144 -0.98861809 -0.98770144 0.19866876 0.31115536 0.30426431 -0.99216963 -0.98856035 -0.98644174 0.45134894 0.021321269 0.15938337 -0.99244084 -0.9945768 -0.99525125 0.14844061 0.093543233 0.48206497 -0.99262272 0.55483306 -0.99330914 0.60688371 -0.99546295 0.36725 -0.99676286 0.5099332
3 2 "WALKING_UPSTAIRS" -0.99381904 -0.96992551 -0.96274798 -0.9959365 -0.98825055 -0.98157964 -0.9910699 -0.97140413 -0.97286744 -0.97298823 -0.97851062 -0.97564834 -0.98416694 -0.98793987 -0.97618761 -0.97908345 -0.97908345 -0.97137104 -0.97177627 -0.98440146 -0.99475367 -0.97369585 -0.96228657 -0.99191217 -0.97098573 -0.97232221 -0.97319788 -0.97719446 -0.97909527 -0.98378426 -0.97030784 -0.97399836 -0.98327268 0.26906631 -0.027685967 -0.11017794 0.92317418 -0.31981835 0.12898325 0.079173934 0.018495729 0.018553835 -0.026941731 -0.068240615 0.089771735 -0.10142743 -0.038160122 -0.058543152 -0.98880473 -0.98880473 -0.99092702 -0.98944095 -0.99441044 -0.99571171 -0.98442061 -0.98669651 0.2514775 0.13520448 0.48353083 -0.99351603 -0.98401132 -0.98826057 0.43404713 0.055112843 0.053564453 -0.99221021 -0.98992876 -0.98512453 0.14550551 -0.33645861 -0.13300719 -0.98863354 0.097035993 -0.99419527 0.13403303 -0.98880945 -0.11300024 -0.99535264 0.19319416
3 3 "WALKING_DOWNSTAIRS" -0.99381904 -0.96992551 -0.96274798 -0.9959365 -0.98825055 -0.98157964 -0.9910699 -0.97140413 -0.97286744 -0.97298823 -0.97851062 -0.97564834 -0.98416694 -0.98793987 -0.97618761 -0.97908345 -0.97908345 -0.97137104 -0.97177627 -0.98440146 -0.99475367 -0.97369585 -0.96228657 -0.99191217 -0.97098573 -0.97232221 -0.97319788 -0.97719446 -0.97909527 -0.98378426 -0.97030784 -0.97399836 -0.98327268 0.27557925 -0.018936424 -0.097409776 0.92036099 -0.32552855 0.12910023 0.075745215 0.031020344 0.015751456 -0.026364477 -0.064583159 0.073449259 -0.10010014 -0.039292409 -0.060488259 -0.98345554 -0.98345554 -0.99209801 -0.98770443 -0.99443167 -0.99606425 -0.97359746 -0.98332034 -0.0020415029 0.16000974 0.14438791 -0.99513688 -0.98499726 -0.98902474 0.399878 -0.0027572551 0.039919133 -0.99018207 -0.98942265 -0.98591136 0.010284049 -0.28614322 -0.071623672 -0.98738595 0.199881 -0.99335409 0.077898404 -0.98960102 -0.032675202 -0.99432072 0.22436911
3 4 "SITTING" -0.99381904 -0.96992551 -0.96274798 -0.9959365 -0.98825055 -0.98157964 -0.9910699 -0.97140413 -0.97286744 -0.97298823 -0.97851062 -0.97564834 -0.98416694 -0.98793987 -0.97618761 -0.97908345 -0.97908345 -0.97137104 -0.97177627 -0.98440146 -0.99475367 -0.97369585 -0.96228657 -0.99191217 -0.97098573 -0.97232221 -0.97319788 -0.97719446 -0.97909527 -0.98378426 -0.97030784 -0.97399836 -0.98327268 0.28193083 -0.004880615 -0.086106145 0.91979943 -0.32576314 0.13401665 0.065217218 -0.010943663 -0.025885472 -0.076452794 -0.015582021 0.025521434 -0.19787079 -0.025032953 -0.059846977 -0.97177018 -0.97177018 -0.98444335 -0.92345144 -0.98575128 -0.98320133 -0.95675185 -0.97471273 0.33011891 0.0057261335 0.198011 -0.98020184 -0.96735551 -0.98362993 0.3357909 -0.24398874 -0.03038267 -0.82265638 -0.94607132 -0.9348623 -0.079403354 -0.75685515 -0.59458878 -0.97084205 -0.071208833 -0.97648381 -0.074814654 -0.80914 -0.31996662 -0.97267088 -0.52806122
3 5 "STANDING" -0.99381904 -0.96992551 -0.96274798 -0.9959365 -0.98825055 -0.98157964 -0.9910699 -0.97140413 -0.97286744 -0.97298823 -0.97851062 -0.97564834 -0.98416694 -0.98793987 -0.97618761 -0.97908345 -0.97908345 -0.97137104 -0.97177627 -0.98440146 -0.99475367 -0.97369585 -0.96228657 -0.99191217 -0.97098573 -0.97232221 -0.97319788 -0.97719446 -0.97909527 -0.98378426 -0.97030784 -0.97399836 -0.98327268 0.31107792 -0.019430625 -0.10186634 0.87581327 -0.42668132 0.038234377 0.037478233 -0.066680016 -0.10814524 0.00099342639 -0.11268679 -0.0037551694 -0.087205988 -0.042719445 -0.04751798 -0.89114826 -0.89114826 -0.97436577 -0.94244588 -0.98494221 -0.94551956 -0.88363239 -0.88166597 -0.37318433 -0.014557772 -0.13025094 -0.97485024 -0.95676044 -0.98268615 0.26361106 -0.12709369 -0.30359886 -0.97243376 -0.98011598 -0.9565205 -0.15117555 -0.010314698 -0.23562451 -0.86204866 -0.10261874 -0.97087879 -0.0081488532 -0.97596859 -0.37289205 -0.98468873 0.17630955
3 6 "LAYING" -0.99381904 -0.96992551 -0.96274798 -0.9959365 -0.98825055 -0.98157964 -0.9910699 -0.97140413 -0.97286744 -0.97298823 -0.97851062 -0.97564834 -0.98416694 -0.98793987 -0.97618761 -0.97908345 -0.97908345 -0.97137104 -0.97177627 -0.98440146 -0.99475367 -0.97369585 -0.96228657 -0.99191217 -0.97098573 -0.97232221 -0.97319788 -0.97719446 -0.97909527 -0.98378426 -0.97030784 -0.97399836 -0.98327268 0.26232825 -0.023257054 -0.12552494 0.88997692 -0.42265611 0.044050888 0.084069165 0.064999597 0.048234989 -0.0061088604 -0.08363601 0.034434823 -0.10448123 -0.035397886 -0.039153959 -0.94390252 -0.94390252 -0.9860497 -0.96709063 -0.99263654 -0.98654788 -0.92924887 -0.94633946 -0.2203085 0.11982579 -0.0025179544 -0.98941257 -0.97834691 -0.98577613 0.25142756 0.038733458 0.1753946 -0.98508824 -0.98913607 -0.97358459 -0.19644416 -0.012228628 -0.013677736 -0.96053843 -0.20658806 -0.98831696 0.18832046 -0.9812298 -0.21965188 -0.9942263 0.48252707
4 1 "WALKING" -0.99474279 -0.97326761 -0.96709068 -0.99313918 -0.97041923 -0.99159167 -0.99080161 -0.97289567 -0.97592527 -0.96779046 -0.9751338 -0.9632327 -0.98417089 -0.98955423 -0.98072396 -0.97701589 -0.97701589 -0.97480746 -0.97036824 -0.9855681 -0.99559355 -0.97691756 -0.96895787 -0.99195996 -0.97543408 -0.98062113 -0.96718562 -0.97190942 -0.96527548 -0.98211956 -0.97848438 -0.97124817 -0.98584291 0.28841575 -0.003485395 -0.083827858 0.88529186 -0.42609871 0.038517398 0.079803783 0.014624073 -0.0045173884 -0.019768993 -0.079931119 0.077789083 -0.10348036 -0.041431124 -0.046259069 -0.97506523 -0.97506523 -0.99096838 -0.98433291 -0.99275342 -0.99267369 -0.97977967 -0.98759141 0.18626785 0.12666367 -0.03683484 -0.99122166 -0.9826427 -0.99116022 0.41649044 0.037579871 0.052578094 -0.98710948 -0.99044019 -0.97982749 -0.099926843 -0.038695197 -0.039076312 -0.98357957 -0.1044758 -0.99027752 0.31371497 -0.99049256 -0.032847815 -0.99448466 0.32854947
4 2 "WALKING_UPSTAIRS" -0.99474279 -0.97326761 -0.96709068 -0.99313918 -0.97041923 -0.99159167 -0.99080161 -0.97289567 -0.97592527 -0.96779046 -0.9751338 -0.9632327 -0.98417089 -0.98955423 -0.98072396 -0.97701589 -0.97701589 -0.97480746 -0.97036824 -0.9855681 -0.99559355 -0.97691756 -0.96895787 -0.99195996 -0.97543408 -0.98062113 -0.96718562 -0.97190942 -0.96527548 -0.98211956 -0.97848438 -0.97124817 -0.98584291 0.27116593 -0.025972908 -0.094923481 0.88868488 -0.41889767 0.046875908 0.058055977 -0.024006991 -0.031103821 -0.026489988 -0.086821561 0.12018605 -0.1109612 -0.057722741 -0.039061843 -0.95883076 -0.95883076 -0.96404005 -0.95847553 -0.97088597 -0.95935318 -0.9008582 -0.96839921 0.12067035 0.028758826 0.09804099 -0.95448426 -0.930852 -0.97577418 0.20053662 -0.21957247 -0.19077559 -0.9372461 -0.9658466 -0.9379497 -0.27269254 -0.043400546 -0.10955717 -0.93889729 -0.031525295 -0.9486251 0.1017352 -0.94747945 -0.33818405 -0.9682135 -0.032604684
4 3 "WALKING_DOWNSTAIRS" -0.99474279 -0.97326761 -0.96709068 -0.99313918 -0.97041923 -0.99159167 -0.99080161 -0.97289567 -0.97592527 -0.96779046 -0.9751338 -0.9632327 -0.98417089 -0.98955423 -0.98072396 -0.97701589 -0.97701589 -0.97480746 -0.97036824 -0.9855681 -0.99559355 -0.97691756 -0.96895787 -0.99195996 -0.97543408 -0.98062113 -0.96718562 -0.97190942 -0.96527548 -0.98211956 -0.97848438 -0.97124817 -0.98584291 0.25309467 -0.044192268 -0.13929762 0.88639445 -0.42463213 0.049435445 0.069933008 -0.0029778293 -0.0087410564 -0.025536965 -0.11232642 0.12869787 -0.10432095 -0.027930448 -0.069738881 -0.9254881 -0.9254881 -0.95100947 -0.9350631 -0.95872291 -0.95800959 -0.91284737 -0.94305323 0.068565381 -0.042563021 -0.22090844 -0.94744038 -0.92929704 -0.96320915 0.11305773 -0.2947467 -0.15223459 -0.92886803 -0.95693278 -0.92857984 -0.35007014 -0.021418832 0.016909702 -0.937565 0.066166487 -0.94052192 0.091977924 -0.94531701 -0.11987441 -0.96366826 0.10784972
